Month,Circulating Supply,Total Supply,Token Price,Tokens Staked,Tokens Burnt,Tokens Fee Distributed,Tokens Fee to DAO,DAO Treasury,Total Burnt Tokens,Market Sentiment Index,Net Token Demand,Missions,Initiator Rewards Pool,Reward per Mission,Halving Index,Builders Sold,Fellowship Sold
33,109243203.32506198,200000000,15.279901745930191,2744248.0195358815,274425.52282465465,24698224.967112266,2744255.2282465464,73956796.67493802,7151678.308597171,1.0,22172854.12355615,1903425,0.0,4.76837158203125e-07,30,55555.555555555555,4939644.993422453
34,108696151.65273975,200000000,16.64345276435394,2401883.2457332527,240188.71724600732,21616945.284872454,2401887.172460073,75126070.56948248,7391867.025843178,1.0,19399699.12755647,1835027,0.0,2.384185791015625e-07,31,55555.555555555555,4323389.056974491
35,108487493.80372827,200000000,17.93339943895255,2082981.2473917722,208298.12473917723,18746831.226525947,2082981.247391772,75956950.64071621,7600165.150582355,1.0,16816592.548317794,1733400,0.0,1.1920928955078125e-07,32,55555.555555555555,3749366.24530519
36,108737771.61262493,200000000,19.894373264935343,1637889.129720718,163789.35906708168,14740997.706536362,1637893.5906708166,76328895.05404174,7763954.509649437,1.7999999999999998,13211346.841277268,1468646,0.0,5.960464477539063e-08,33,55555.555555555555,2948199.5413072724
37,108889528.75793299,200000000,22.206214543047345,1742605.2853398432,174261.3327814862,15683439.52558357,1742613.3278148621,76799360.1309559,7938215.842430923,1.7999999999999998,14059548.059944674,1733402,0.0,2.9802322387695312e-08,34,55555.555555555555,3136687.9051167145
38,109113714.55726169,200000000,24.6855863467712,1678022.1558143378,167802.5758409451,15102195.799733926,1678025.758409451,77197396.55384943,8106018.4182718685,1.7999999999999998,13536424.26680009,1863126,0.0,1.4901161193847656e-08,35,55555.555555555555,3020439.1599467853
39,109582221.5720036,200000000,25.993406422073996,1440332.0018627204,144033.84833777937,12962981.53524941,1440338.4833777936,77351111.76132974,8250052.266609648,1.0,11611134.307683986,1777772,0.0,7.450580596923828e-09,36,55555.555555555555,2592596.307049882
40,110095089.70648837,200000000,27.057985496932304,1398533.1283524574,139853.92837596172,12586791.999764955,1398539.2837596172,77460465.8490672,8389906.19498561,0.8,11272563.399640065,1817632,0.0,3.725290298461914e-09,37,55555.555555555555,2517358.399952991
41,110652113.77708282,200000000,28.12705079894465,1356205.1766256003,135620.59157789272,12205845.850477075,1356205.915778927,77525664.00069499,8525526.786563503,0.8,10929706.449027136,1834809,0.0,1.862645149230957e-09,38,55555.555555555555,2441169.1700954153
42,111101641.20778337,200000000,29.92086231669992,1464789.191533222,146478.9191533222,13183102.723798998,1464789.1915332219,77698358.79221663,8672005.705716824,1.2000000000000002,11809236.89586354,2060010,0.0,9.313225746154785e-10,39,55555.555555555555,2636620.5447597997
43,111874758.08715607,200000000,31.152660957357437,1144073.9788068894,114407.79893864888,10296661.798682405,1144077.9893864887,77547464.13506617,8786413.504655473,1.0,9211444.073838208,1711584,0.0,4.656612873077393e-10,40,55555.555555555555,2059332.359736481
44,112802472.596262,200000000,32.24889630983355,986962.8807018003,98696.54487007302,8882663.358317273,986965.4487007302,77241971.84818245,8885110.049525546,1.0,7938844.034928921,1537326,0.0,2.3283064365386963e-10,41,55555.555555555555,1776532.6716634547
45,113605840.21207725,200000000,33.51278553468928,1106218.3231716352,110622.08038766874,9955962.427839665,1106220.8038766873,77060826.45458943,8995732.129913215,1.0,8904813.110205194,1783716,0.0,1.1641532182693481e-10,42,55555.555555555555,1991192.485567933
46,114473301.64784685,200000000,34.98146370443442,1039106.7004547901,103910.7894029104,9351959.110518798,1039107.894029104,76815587.24104205,9099642.919316124,1.2,8361208.837485677,1741168,0.0,5.820766091346741e-11,43,55555.555555555555,1870391.8221037597
47,115163204.32230683,200000000,36.761405382994916,1212575.3329933686,121257.93351129249,10913173.99482076,1212579.335112925,76747906.78880428,9220900.852827417,1.2,9766305.041902686,2120883,0.0,2.9103830456733704e-11,44,55555.555555555555,2182634.798964152
48,116208083.99557362,200000000,38.720725990496916,856473.7847200045,85647.43287688457,7708263.518431199,856474.3287688456,76325249.33775972,9306548.285704302,1.7999999999999998,6881882.155081362,1574259,0.0,1.4551915228366852e-11,45,55555.555555555555,1541652.70368624
49,117072924.3726922,200000000,40.09050944074656,1029468.3010278043,102946.93340662862,9265213.676211756,1029469.3340662862,76082631.18286334,9409495.21911093,1.0,8283137.786073507,1993088,0.0,7.275957614183426e-12,46,55555.555555555555,1853042.7352423512
50,117909868.83671121,200000000,41.53152558650327,1053318.119152682,105332.16112509853,9479859.580275834,1053321.6112509852,75867908.9410666,9514827.38023603,1.0,8476321.558790997,2111403,0.0,3.637978807091713e-12,47,55555.555555555555,1895971.9160551669
51,118870050.39202942,200000000,42.832834923895945,926503.408112337,92650.58159217922,8338528.265201577,926505.8159217922,75529949.60797061,9607477.96182821,1.0,7449122.290935317,1923955,0.0,1.8189894035458565e-12,48,55555.555555555555,1667705.6530403155
52,119782614.46091129,200000000,44.2254954513077,968486.9113544734,96849.06468064996,8716378.466738233,968490.6468064995,75239607.76131092,9704327.02650886,1.0,7789188.799960881,2074152,0.0,9.094947017729282e-13,49,55555.555555555555,1743275.6933476469
53,120867485.7042763,200000000,45.388021776700356,791343.5370901008,79134.44415457682,7122090.92935524,791344.4415457682,74776958.74016817,9783461.470663438,1.0,6354327.185319828,1749878,0.0,4.547473508864641e-13,50,55555.555555555555,1424418.1858710481
54,121733823.07908393,200000000,47.64243706970962,1002167.0524391555,100216.74930840485,9019503.031307505,1002167.4930840485,74532843.58758274,9883678.219971843,1.5,8061997.613266092,2274319,0.0,2.2737367544323206e-13,51,55555.555555555555,1803900.606261501
55,122887053.09030281,200000000,48.74837211780958,711205.8510025864,71120.62707963928,6400852.239229471,711206.2707963928,74001835.79858609,9954798.847051483,1.0,5705211.879544774,1694179,0.0,1.1368683772161603e-13,52,55555.555555555555,1280170.4478458944
56,123994405.02635472,200000000,49.928830208004634,748232.9853364332,74823.42161467636,6734095.637217567,748234.2161467636,73516706.08475642,10029622.26866616,1.0,6005131.748750585,1823757,0.0,5.684341886080802e-14,53,55555.555555555555,1346819.1274435136
57,124989175.91131282,200000000,51.29730421227476,852726.5674486851,85272.97720100444,7674535.902476805,852729.7720100443,73144157.42202052,10114895.245867163,1.0,6851529.961234929,2128782,0.0,2.842170943040401e-14,54,55555.555555555555,1534907.180495361
58,126104347.39533556,200000000,52.48227045625788,726119.638682437,72612.0028566473,6535076.358257897,726120.0285664729,72651208.16022,10187507.24872381,1.0,5826013.556760587,1862399,0.0,1.4210854715202004e-14,55,55555.555555555555,1307015.2716515795
59,127083549.96726003,200000000,53.61560297144415,853869.6899050904,85387.31196347579,7684823.779416145,853873.1196347577,72294227.81051776,10272894.560687287,0.8,6860789.275648641,2240651,0.0,7.105427357601002e-15,56,55555.555555555555,1536964.755883229
60,128321944.38114555,200000000,54.79715917342891,588731.2321529187,58873.16051786592,5298580.7163505275,588731.6051786591,71678055.61885445,10331767.721205153,1.2000000000000002,4713167.46218566,1578259,0.0,3.552713678800501e-15,57,55555.555555554434,1059716.1432701056
61,128851963.89592642,200000000,56.17079569900768,664612.5556388238,66461.47455333696,5981510.810854867,664614.7455333695,71148036.10407358,10398229.19575849,1.2000000000000002,5383361.919663927,1820944,0.0,1.7763568394002505e-15,58,0.0,1196302.1621709734
62,129308876.834766,200000000,57.45311686719695,728885.8826104059,72888.76628949605,6559971.163209098,728887.6628949605,70691123.16523398,10471117.962047987,1.0,5903975.827172743,2047105,0.0,8.881784197001252e-16,59,0.0,1311994.2326418199
63,129716486.09871987,200000000,58.83537447679287,770576.1221333711,77057.61221333711,6935185.09920034,770576.1221333711,70283513.90128012,10548175.574261324,1.0,6241666.589280306,2213600,0.0,4.440892098500626e-16,60,0.0,1387037.0198400682
64,130163347.89287993,200000000,60.161729728058226,724527.7246737712,72453.01041946163,6520747.142543094,724530.1041946162,69836652.10712007,10620628.584680786,1.0,5868674.8078096295,2131393,0.0,2.220446049250313e-16,61,0.0,1304149.4285086188
65,130637095.848851,200000000,61.44903092613885,690194.2511907928,69019.62458142942,6211746.266093633,690196.2458142941,69362904.15114902,10689648.209262216,1.0,5590573.63410777,2076164,0.0,1.1102230246251565e-16,62,0.0,1242349.2532187267
66,131112993.57413265,200000000,63.385544372126496,680150.3517644841,68015.06772374769,6121352.840407363,680150.6772374768,68887006.42586735,10757663.276985964,1.5,5509217.88183962,2089729,0.0,5.551115123125783e-17,63,0.0,1224270.5680814728
67,131769045.47239664,200000000,64.15244964671292,492062.0357362663,49206.487550047095,4428555.481862192,492064.8755004709,68230954.52760336,10806869.76453601,0.8,3985702.7734401766,1559481,0.0,2.7755575615628914e-17,64,0.0,885711.0963724385
68,132476034.03107351,200000000,64.82742045674658,430193.7050257921,43019.4016783178,3871743.033474743,430194.01678317797,67523965.96892649,10849889.166214328,0.8,3484569.041884654,1379899,0.0,1.3877787807814457e-17,65,0.0,774348.6066949486
69,132985549.01686487,200000000,65.80016296114903,615883.5214897848,61588.44470240661,5542950.767873782,615884.4470240661,67014450.98313512,10911477.610916736,0.8,4988656.616620686,1996307,0.0,6.938893903907228e-18,66,0.0,1108590.1535747563
70,133559400.12743124,200000000,66.88371694433495,543053.9742142915,54305.640581921165,4887483.336323704,543056.4058192116,66440599.87256875,10965783.251498656,1.0,4398737.434296253,1786652,0.0,3.469446951953614e-18,67,0.0,977496.6672647408
71,134052982.71274552,200000000,68.1239344063832,613760.4468687797,61376.074589522315,5523843.722792574,613760.7458952232,65947017.28725449,11027159.326088179,1.0,4971459.64953976,2052529,0.0,1.734723475976807e-18,68,0.0,1104768.7445585148
72,134622470.8327572,200000000,69.75210293310933,529627.9540281408,52962.88347758622,4766650.705505545,529628.8347758622,65377529.16724278,11080122.209565764,1.5,4289986.515702712,1804017,0.0,1e-18,69,0.0,953330.1411011091
73,135164990.2332507,200000000,70.89555768225176,547105.2254380952,54710.60856272146,4923946.168753738,547106.0856272146,64835009.76674928,11134832.818128485,1.0,4431552.412067483,1908087,0.0,1e-18,69,0.0,984789.2337507475
74,135762141.464769,200000000,71.91797982808998,483431.418278836,48343.22645942042,4350881.918194156,483432.2645942042,64237858.535230994,11183176.044587906,1.0,3915794.5726901083,1713657,0.0,1e-18,69,0.0,870176.3836388313
75,136279542.2176065,200000000,73.10038826135798,553229.9446550886,55323.022274966315,4979069.223801224,553230.2227496632,63720457.78239348,11238499.066862872,1.0,4481162.579515675,1989359,0.0,1e-18,69,0.0,995813.8447602447
76,136862857.4513864,200000000,74.13587234110794,478689.9335594576,47869.239592668,4308206.939667895,478692.39592667995,63137142.5486136,11286368.30645554,1.0,3877388.708068329,1749621,0.0,1e-18,69,0.0,861641.3879335792
77,137377101.33623645,200000000,75.31181162377345,538041.5545185704,53804.18242935035,4842373.7208922,538041.8242935034,62622898.663763545,11340172.48888489,1.0,4358136.618577913,1994409,0.0,1e-18,69,0.0,968474.7441784401
78,137878263.96900138,200000000,77.11214923939507,542550.7515889009,54255.23449644606,4882955.170924547,542552.3449644606,62121736.03099861,11394427.723381337,1.5,4394661.247207653,2043024,0.0,1e-18,69,0.0,976591.0341849094
79,138527655.92808706,200000000,77.98229628109897,385967.9738351109,38597.03080976334,3473709.4302534754,385970.3080976334,61472344.07191293,11433024.7541911,1.0,3126340.8214906505,1488141,0.0,1e-18,69,0.0,694741.8860506951
80,139139301.28115404,200000000,78.91950955441057,412892.6889243719,41289.37147982409,3716033.1744454782,412893.7147982409,60860698.718845956,11474314.125670925,1.0,3344430.8828747994,1609916,0.0,1e-18,69,0.0,743206.6348890957
81,139719540.67306593,200000000,79.91256986173484,434103.55935347243,43410.55867355596,3906930.0067991647,434105.5867355596,60280459.326934084,11517724.684344482,1.0,3516239.033501335,1712962,0.0,1e-18,69,0.0,781386.0013598329
82,140164177.94372097,200000000,81.20571753084025,560034.7989988722,56003.705146053515,5040310.938528187,560037.0514605351,59835822.05627905,11573728.389490535,1.0,4536282.09713703,2237691,0.0,1e-18,69,0.0,1008062.1877056374
83,140660880.83150482,200000000,82.37609112033314,500560.074289875,50056.081315410556,4505039.929744644,500560.81315410556,59339119.16849517,11623784.470805947,1.0,4054536.675634411,2032417,0.0,1e-18,69,0.0,901007.9859489289
84,141241330.13595033,200000000,83.82357578932638,408534.0727182577,40853.60150294044,3676804.7121531726,408536.0150294043,58758669.86404966,11664638.072308887,1.5,3309126.183249002,1682672,0.0,1e-18,69,0.0,735360.9424306345
85,141720624.45419157,200000000,85.02133892827493,500014.69879237685,50001.68461596098,4500130.141764158,500016.8461596098,58279375.545808434,11714639.756924847,1.0,4050119.2749549756,2095651,0.0,1e-18,69,0.0,900026.0283528317
86,142183559.71463653,200000000,86.2525366163293,508386.72437826556,50838.76653185167,4575479.578464138,508387.6653185166,57816440.28536348,11765478.523456698,1.0,4117932.5615579756,2161186,0.0,1e-18,69,0.0,915095.9156928277
87,142625533.69833386,200000000,87.5301340091314,521632.1950058697,52163.3354392062,4694688.595666636,521633.354392062,57374466.30166615,11817641.858895905,1.0,4225220.895486165,2249605,0.0,1e-18,69,0.0,938937.7191333272
88,143188207.48634592,200000000,88.50450286568199,393566.4030447639,39356.73170157169,3542096.713431922,393567.3170157169,56811792.51365409,11856998.590597477,1.0,3187887.9560596826,1722446,0.0,1e-18,69,0.0,708419.3426863845
89,143700615.96373504,200000000,89.58819147032443,434452.92335413554,43445.473117175854,3910074.5023695966,434454.73117175855,56299384.03626495,11900444.063714653,1.0,3519068.85995026,1922552,0.0,1e-18,69,0.0,782014.9004739193
90,144151162.69259802,200000000,91.429809810692,487776.3384081153,48777.63384081153,4389987.045673038,487776.3384081153,55848837.30740198,11949221.697555466,1.5,3950988.341105734,2184950,0.0,1e-18,69,0.0,877997.4091346076
91,144684425.7824701,200000000,92.44725643083704,397548.8965279397,39755.08652512738,3577938.1000281232,397550.86525127373,55315574.217529885,11988976.784080593,1.0,3220146.258748645,1817391,0.0,1e-18,69,0.0,715587.6200056247
92,145258644.5671905,200000000,93.34348804850013,347706.80321971944,34770.74522384391,3129360.579958755,347707.452238439,54741355.432809494,12023747.529304437,1.0,2816425.170981599,1607227,0.0,1e-18,69,0.0,625872.1159917511
93,145686418.21387422,200000000,94.60092599121259,484581.2058844185,48458.227719643066,4361229.781647755,484582.2771964306,54313581.786125764,12072205.75702408,1.0,3925107.874794991,2261625,0.0,1e-18,69,0.0,872245.9563295511
94,146226542.4425299,200000000,95.5575418535823,365101.2887887408,36510.213444642504,3285910.753440983,365102.134446425,53773457.5574701,12108715.970468722,1.0,2957320.523754569,1726946,0.0,1e-18,69,0.0,657182.1506881966
95,146642337.88454267,200000000,96.82545283128637,480427.80412186764,48042.88506117424,4323849.190606934,480428.8506117423,53357662.11545733,12156758.855529897,1.0,3891465.3180361153,2295425,0.0,1e-18,69,0.0,864769.8381213868
96,147176490.09789973,200000000,98.24482850644375,355140.29621856776,35514.21552338859,3196260.8069517915,355142.15523388586,52823509.90210026,12192273.071053285,1.5,2876636.5852719303,1719331,0.0,1e-18,69,0.0,639252.1613903583
97,147601678.32570824,200000000,99.47192451276644,455202.99317400495,45520.36038931737,4096826.3278468754,455203.6038931737,52398321.67429176,12237793.431442602,1.0,3687144.305781357,2236067,0.0,1e-18,69,0.0,819365.2655693751
98,148095065.4317693,200000000,100.50541012927751,379917.6519918422,37991.82551771158,3419258.264741306,379918.2551771158,51904934.56823068,12275785.256960314,1.0,3077333.0414524493,1889557,0.0,1e-18,69,0.0,683851.6529482612
99,148542856.70539993,200000000,101.64889614918671,417290.17319618684,41729.09691732382,3755610.76278863,417290.96917323815,51457143.29460008,12317514.353877638,1.0,3380050.4824868185,2096996,0.0,1e-18,69,0.0,751122.152557726
100,149054838.95232692,200000000,102.60351795818086,345636.61122729373,34563.680798299654,3110729.3042899407,345636.8079829965,50945161.04767307,12352078.034675937,1.0,2799656.5706166495,1756679,0.0,1e-18,69,0.0,622145.8608579881
101,149541855.51311374,200000000,103.60962798325545,362068.6769740332,36206.945667439424,3258617.3130659377,362069.45667439426,50458144.48688625,12388284.980343377,1.0,2932756.3614597046,1857476,0.0,1e-18,69,0.0,651723.4626131876
102,150026759.22294703,200000000,105.10347298904504,356063.8206901209,35606.53649481509,3204572.8419530583,356065.36494815093,49973240.77705296,12423891.516838193,1.5,2884117.102015782,1844582,0.0,1e-18,69,0.0,640914.5683906117
103,150524940.21748525,200000000,106.04998497432899,334705.21001400857,33470.63517460236,3012345.7483940623,334706.3517460236,49475059.782514766,12457362.152012795,1.0,2711112.3152866713,1758934,0.0,1e-18,69,0.0,602469.1496788125
104,151076813.52317056,200000000,106.82528521576569,272710.64684262575,27271.10240232544,2454395.444403003,272711.0240232544,48923186.47682945,12484633.25441512,1.0,2208956.2771433312,1446048,0.0,1e-18,69,0.0,490879.08888060064
105,151475680.59911418,200000000,108.01493955029161,416518.8036720851,41651.93653368621,3748668.6713839886,416519.36533686204,48524319.40088582,12526285.190948807,1.0,3373802.3659103666,2224737,0.0,1e-18,69,0.0,749733.7342767977
106,151935171.270683,200000000,109.02051132621577,349246.87415517936,34924.798511261266,3143220.756439181,349247.98511261266,48064828.729317,12561209.989460068,1.0,2828899.791752696,1886194,0.0,1e-18,69,0.0,628644.1512878363
107,152317413.13423404,200000000,110.23462530172705,418837.6980123359,41883.86152709214,3769538.3648524373,418838.61527092126,47682586.865765974,12603093.85098716,1.0,3392585.445625779,2283095,0.0,1e-18,69,0.0,753907.6729704875
108,152852845.03488404,200000000,111.3705675536385,259277.88044608355,25927.788044608355,2333500.924014752,259277.88044608352,47147154.96511596,12629021.63903177,1.5,2100150.8316132766,1429070,0.0,1e-18,69,0.0,466700.18480295036
109,153308597.61444798,200000000,112.5357565305101,330032.07945669827,33003.33365213167,2970287.4580456656,330033.3365213166,46691402.38555201,12662024.972683901,1.2,2673259.9693057174,1837793,0.0,1e-18,69,0.0,594057.4916091332
110,153770603.70434988,200000000,113.66033979827486,316182.70580829337,31618.39498573345,2845643.108225599,316183.94985733443,46229396.29565014,12693643.367669635,1.2,2561080.04145208,1779093,0.0,1e-18,69,0.0,569128.6216451199
111,154170410.25318238,200000000,114.98848726615626,370682.50961396017,37068.338942832794,3336141.7067112736,370683.3894283279,45829589.746817626,12730711.706612468,1.2,3002528.4158545136,2106595,0.0,1e-18,69,0.0,667228.3413422548
112,154585714.9016647,200000000,116.03843913333394,348521.32550660375,34852.18472979711,3136691.407768066,348521.8472979711,45414285.0983353,12765563.891342266,1.0,2823022.7887826264,2003797,0.0,1e-18,69,0.0,627338.2815536133
113,154989517.69583142,200000000,117.1091063143601,353101.78511553013,35310.19574722091,3177915.893683092,353101.95747220906,45010482.3041686,12800874.087089486,1.0,2860124.476671462,2048669,0.0,1e-18,69,0.0,635583.1787366185
114,155366966.47570398,200000000,118.8158436344935,372724.90051141,37272.5925196883,3354523.0799172167,372725.925196883,44633033.52429601,12838146.679609174,1.5,3019071.7966109677,2182474,0.0,1e-18,69,0.0,670904.6159834433
115,155822215.4605868,200000000,119.70719073535109,288633.5605670355,28863.49071887916,2597700.6984815635,288634.90718879155,44177784.5394132,12867010.170328053,1.0,2337931.9752551634,1714712,0.0,1e-18,69,0.0,519540.1396963127
116,156321364.87927833,200000000,120.44267235098813,237145.48662962357,23714.69902986922,2134307.8759975433,237146.99029869217,43678635.120721675,12890724.869357921,1.0,1920878.5920668575,1419401,0.0,1e-18,69,0.0,426861.5751995087
117,156727437.94863477,200000000,121.44455327276687,321903.51843917655,32190.418265559118,2897131.001736174,321904.18265559117,43272562.051365234,12922915.28762348,1.0,2607418.5657789707,1938546,0.0,1e-18,69,0.0,579426.2003472348
118,157120406.98815808,200000000,122.47207829701256,328240.32799945265,32824.032799945264,2954162.951995074,328240.32799945265,42879593.01184193,12955739.320423426,1.0,2658746.6567955664,1993150,0.0,1e-18,69,0.0,590832.5903990148
119,157463818.17049718,200000000,123.64151024740903,371247.5580738886,37124.870119158484,3341226.8795473007,371248.7011915848,42536181.82950281,12992864.190542584,1.0,3007105.334710267,2273373,0.0,1e-18,69,0.0,668245.3759094602
120,157880957.7103607,200000000,125.02973862009274,291796.5004455778,29179.682396152257,2626168.1804942554,291796.82396152255,42119042.289639294,13022043.872938737,1.5,2363551.685960775,1803908,0.0,1e-18,69,0.0,525233.6360988511
